origin_week,target_week,h,predicted,lower,upper,actual,abs_error,signed_error,in_pi,winkler_alpha20,p_exceed_200,p_exceed_300,p_exceed_400,p_exceed_500,model_kind
2020-05-10,2020-07-05,8,878.2211415975872,632.0283869456831,1124.4138962494912,1667.0,788.7788584024128,-788.7788584024128,False,5918.246546808896,0.9997926911146473,0.9986939017051939,0.993603222014811,0.9755175490341227,sarima
2020-05-10,2020-07-12,9,861.1912561894572,598.8054719019534,1123.577040476961,1729.0,867.8087438105428,-867.8087438105428,False,6579.0011638053975,0.9993800302448661,0.9969382015006102,0.987859312150131,0.9611513931019611,sarima
2020-05-10,2020-07-19,10,820.2008957997854,542.5524613972623,1097.8493302023085,1792.0,971.7991042002146,-971.7991042002146,False,7496.803566781961,0.9979003634124114,0.9918293026544416,0.9737864012891692,0.9302985604483374,sarima
2020-05-10,2020-07-26,11,814.2025203370337,522.0987384965104,1106.306302177557,1378.0,563.7974796629663,-563.7974796629663,False,3301.144541905477,0.9964784799473932,0.9879663800425588,0.9654148627288603,0.9159844340448612,sarima
2020-05-10,2020-08-02,12,738.1990306135425,432.3088119035628,1044.0892493235222,1667.0,928.8009693864575,-928.8009693864575,False,6840.8879441847375,0.9879306097286306,0.9668166836253766,0.9217534884287352,0.8408582910571492,sarima
2020-06-07,2020-06-14,1,1114.4090865082078,1024.9981131381005,1203.820059878315,1371.0,256.5909134917922,-256.5909134917922,False,1850.6213479570638,1.0,1.0,1.0,1.0,sarima
2020-06-07,2020-06-21,2,1211.8244221481034,1092.6135018380287,1331.035342458178,1460.0,248.1755778518966,-248.1755778518966,False,1528.0684160383685,1.0,1.0,1.0,0.9999999999999901,sarima
2020-06-07,2020-06-28,3,1331.8245277953515,1184.6592029098454,1478.9898526808577,1448.0,116.17547220464849,-116.17547220464849,True,294.3306497710123,1.0,1.0,0.9999999999999998,0.9999999999997822,sarima
2020-06-07,2020-07-05,4,1400.7097351900993,1224.8510108382475,1576.5684595419511,1667.0,266.2902648099007,-266.2902648099007,False,1256.0328532841922,1.0,0.9999999999999994,0.9999999999998482,0.9999999999738213,sarima
2020-06-07,2020-07-12,5,1389.8375407755696,1190.319008025082,1589.3560735260571,1729.0,339.16245922443045,-339.16245922443045,False,1795.476330240404,0.9999999999999893,0.999999999998725,0.9999999998979244,0.9999999945417941,sarima
2020-06-07,2020-07-19,6,1351.1481881748914,1129.6753735472228,1572.62100280256,1792.0,440.8518118251086,-440.8518118251086,False,2636.735601229737,0.9999999999864353,0.9999999994091038,0.9999999814389705,0.9999995789563557,sarima
2020-06-07,2020-07-26,7,1345.1553610595763,1103.3449270542453,1586.9657950649073,1378.0,32.84463894042369,-32.84463894042369,True,483.620868010662,0.9999999993578378,0.9999999848196386,0.9999997269174755,0.999996256287723,sarima
2020-06-07,2020-08-02,8,1270.1092014994524,1009.6337359724934,1530.5846670264114,1667.0,396.8907985005476,-396.8907985005476,False,1885.1042607898044,0.9999999299765137,0.9999990932272269,0.9999907030864016,0.9999244080766103,sarima
2020-06-07,2020-08-09,9,1271.296608198528,993.2886779197511,1549.304538477305,1339.0,67.70339180147198,-67.70339180147198,True,556.0158605575539,0.9999996066002158,0.9999962260013086,0.9999704812808781,0.9998114638032061,sarima
2020-06-07,2020-08-16,10,1221.3415065681543,926.8220237913786,1515.86098934493,1287.0,65.65849343184573,-65.65849343184573,True,589.0389655535514,0.9999955923519267,0.9999695392485928,0.9998242580514636,0.9991521234433648,sarima
2020-06-07,2020-08-23,11,1161.4728672027993,851.3244346963611,1471.6212997092375,1154.0,7.472867202799307,7.472867202799307,True,620.2968650128764,0.9999645153515192,0.9998144250345979,0.9991740102823901,0.9968652982318161,sarima
2020-06-07,2020-08-30,12,1074.4847587760287,749.4430168045122,1399.526500747545,938.0,136.48475877602868,136.48475877602868,True,650.0834839430328,0.9997176092808163,0.9988698065339873,0.9960861325500266,0.9882474470286107,sarima
2020-07-05,2020-07-12,1,1631.2684003623815,1540.0135005885747,1722.5233001361883,1729.0,97.7315996376185,-97.7315996376185,False,247.27679818573097,1.0,1.0,1.0,1.0,sarima
2020-07-05,2020-07-19,2,1588.209829552286,1465.1397788105996,1711.2798802939724,1792.0,203.790170447714,-203.790170447714,False,1053.341298543649,1.0,1.0,1.0,1.0,sarima
2020-07-05,2020-07-26,3,1601.5542196426973,1448.9887412401295,1754.119698045265,1378.0,223.55421964269726,223.55421964269726,False,1015.0183692064302,1.0,1.0,1.0,1.0,sarima
2020-07-05,2020-08-02,4,1520.979969853832,1337.8025807116048,1704.1573589960592,1667.0,146.02003014616798,-146.02003014616798,True,366.35477828445437,1.0,1.0,0.9999999999999978,0.9999999999995444,sarima
2020-07-05,2020-08-09,5,1523.5653522359428,1315.023036084765,1732.1076683871206,1339.0,184.56535223594278,184.56535223594278,True,417.08463230235566,0.9999999999999998,0.9999999999999725,0.9999999999974879,0.9999999998416108,sarima
2020-07-05,2020-08-16,6,1475.7417764315562,1243.71479513064,1707.7687577324725,1287.0,188.74177643155622,188.74177643155622,True,464.0539626018326,0.999999999999083,0.9999999999582634,0.999999998590926,0.9999999646740646,sarima
2020-07-05,2020-08-23,7,1415.0218270800258,1161.1833710658782,1668.8602830941734,1154.0,261.0218270800258,261.0218270800258,False,579.5106226870771,0.9999999995728625,0.9999999909692179,0.9999998510128771,0.9999980797802647,sarima
2020-07-05,2020-08-30,8,1328.4701662006612,1054.6265459876895,1602.313786413633,938.0,390.4701662006612,390.4701662006612,False,1713.9527003028384,0.9999999358610053,0.9999992576530796,0.9999930451124298,0.999947183801708,sarima
2020-07-05,2020-09-06,9,1318.6741382451096,1026.05292351134,1611.2953529788792,725.0,593.6741382451096,593.6741382451096,False,3595.7716645809387,0.9999995195550893,0.9999959308120704,0.9999713349181768,0.9998318262524645,sarima
2020-07-05,2020-09-13,10,1302.588742829424,992.2854129886894,1612.8920726701588,671.0,631.5887428294241,631.5887428294241,False,3833.460789568363,0.9999973664716086,0.9999826985002963,0.9999034318034361,0.9995414789214273,sarima
2020-07-05,2020-09-20,11,1262.6737821770605,935.6460438885404,1589.7015204655806,591.0,671.6737821770605,671.6737821770605,False,4100.515915462443,0.9999844015016502,0.9999192401079511,0.9996385734472746,0.9985999343074746,sarima
2020-07-05,2020-09-27,12,1247.6874778834906,904.7308681784889,1590.6440875884923,605.0,642.6874778834906,642.6874778834906,False,3683.2219011948923,0.9999548203668278,0.9998010165607206,0.9992318472981978,0.9973973399354438,sarima
2020-08-02,2020-08-09,1,1593.7333132374306,1496.54449336133,1690.9221331135311,1339.0,254.7333132374306,254.7333132374306,False,1769.8225733655017,1.0,1.0,1.0,1.0,sarima
