week_start,Dengue Fever,Dengue Haemorrhagic Fever,Total Dengue Cases,moving_avg_12w,avg_temp_c,min_temp_c,max_temp_c,avg_relative_humidity_pct,avg_wind_speed,warm_day_share,source_rows,source_query_start,source_query_end,weather_lag_days,weather_overlap_flag
2014-09-07,362,0,362,559.5,,,,,,,,,,,0
2014-09-14,396,1,397,536.6666666666666,,,,,,,,,,,0
2014-09-21,344,1,345,491.1666666666667,,,,,,,,,,,0
2014-09-28,339,0,339,451.1666666666667,,,,,,,,,,,0
2014-10-05,278,0,278,412.1666666666667,,,,,,,,,,,0
2014-10-12,297,0,297,384.0833333333333,,,,,,,,,,,0
2014-10-19,213,0,213,361.5,,,,,,,,,,,0
2014-10-26,186,0,186,331.5833333333333,,,,,,,,,,,0
2014-11-02,168,1,169,309.1666666666667,,,,,,,,,,,0
2014-11-09,158,0,158,287.5,,,,,,,,,,,0
2014-11-16,149,0,149,269.3333333333333,,,,,,,,,,,0
2014-11-23,162,0,162,254.58333333333334,,,,,,,,,,,0
2014-11-30,212,0,212,242.08333333333334,,,,,,,,,,,0
2014-12-07,177,0,177,223.75,,,,,,,,,,,0
2014-12-14,198,0,198,211.5,,,,,,,,,,,0
2014-12-21,188,0,188,198.91666666666666,,,,,,,,,,,0
2014-12-28,414,1,415,210.33333333333334,,,,,,,,,,,0
2015-01-04,228,0,228,204.58333333333334,,,,,,,,,,,0
2015-01-11,237,0,237,206.58333333333334,,,,,,,,,,,0
2015-01-18,259,0,259,212.66666666666666,,,,,,,,,,,0
2015-01-25,212,0,212,216.25,,,,,,,,,,,0
2015-02-01,173,0,173,217.5,,,,,,,,,,,0
2015-02-08,99,1,100,213.41666666666666,,,,,,,,,,,0
2015-02-15,172,0,172,214.25,,,,,,,,,,,0
2015-02-22,189,1,190,212.41666666666666,,,,,,,,,,,0
2015-03-01,110,0,110,206.83333333333334,,,,,,,,,,,0
2015-03-08,91,0,91,197.91666666666666,,,,,,,,,,,0
2015-03-15,129,1,130,193.08333333333334,,,,,,,,,,,0
2015-03-22,90,1,91,166.08333333333334,,,,,,,,,,,0
2015-03-29,107,0,107,156.0,,,,,,,,,,,0
2015-04-05,137,0,137,147.66666666666666,,,,,,,,,,,0
2015-04-12,113,0,113,135.5,,,,,,,,,,,0
2015-04-19,120,0,120,127.83333333333333,,,,,,,,,,,0
2015-04-26,135,0,135,124.66666666666667,,,,,,,,,,,0
2015-05-03,157,1,158,129.5,,,,,,,,,,,0
2015-05-10,109,0,109,124.25,,,,,,,,,,,0
2015-05-17,178,2,180,123.41666666666667,,,,,,,,,,,0
2015-05-24,151,1,152,126.91666666666667,,,,,,,,,,,0
2015-05-31,192,1,193,135.41666666666666,,,,,,,,,,,0
2015-06-07,207,0,207,141.83333333333334,,,,,,,,,,,0
2015-06-14,240,0,240,154.25,,,,,,,,,,,0
2015-06-21,242,0,242,165.5,,,,,,,,,,,0
2015-06-28,272,0,272,176.75,,,,,,,,,,,0
2015-07-05,263,0,263,189.25,,,,,,,,,,,0
2015-07-12,293,0,293,203.66666666666666,,,,,,,,,,,0
2015-07-19,250,0,250,213.25,,,,,,,,,,,0
2015-07-26,226,0,226,218.91666666666666,,,,,,,,,,,0
2015-08-02,221,0,221,228.25,,,,,,,,,,,0
2015-08-09,250,0,250,234.08333333333334,,,,,,,,,,,0
2015-08-16,225,0,225,240.16666666666666,,,,,,,,,,,0
2015-08-23,246,0,246,244.58333333333334,,,,,,,,,,,0
2015-08-30,217,0,217,245.41666666666666,,,,,,,,,,,0
2015-09-06,303,0,303,250.66666666666666,,,,,,,,,,,0
2015-09-13,214,0,214,248.33333333333334,,,,,,,,,,,0
2015-09-20,257,0,257,247.08333333333334,,,,,,,,,,,0
2015-09-27,235,0,235,244.75,,,,,,,,,,,0
2015-10-04,235,0,235,239.91666666666666,,,,,,,,,,,0
2015-10-11,224,0,224,237.75,,,,,,,,,,,0
2015-10-18,246,0,246,239.41666666666666,,,,,,,,,,,0
2015-10-25,266,0,266,243.16666666666666,,,,,,,,,,,0
2015-11-01,198,0,198,238.83333333333334,,,,,,,,,,,0
2015-11-08,254,0,254,241.25,,,,,,,,,,,0
2015-11-15,285,1,286,244.58333333333334,,,,,,,,,,,0
2015-11-22,259,0,259,248.08333333333334,,,,,,,,,,,0
2015-11-29,356,1,357,252.58333333333334,,,,,,,,,,,0
2015-12-06,333,0,333,262.5,,,,,,,,,,,0
2015-12-13,372,0,372,272.0833333333333,,,,,,,,,,,0
2015-12-20,458,0,458,290.6666666666667,,,,,,,,,,,0
2015-12-27,549,0,549,316.8333333333333,,,,,,,,,,,0
2016-01-03,628,0,628,350.5,,,,,,,,,,,0
2016-01-10,635,1,636,383.0,,,,,,,,,,,0
2016-01-17,629,1,630,413.3333333333333,,,,,,,,,,,0
2016-01-24,528,2,530,441.0,,,,,,,,,,,0
2016-01-31,420,0,420,454.8333333333333,,,,,,,,,,,0
2016-02-07,592,1,593,480.4166666666667,,,,,,,,,,,0
2016-02-14,508,4,512,501.5,,,,,,,,,,,0
2016-02-21,412,0,412,506.0833333333333,,,,,,,,,,,0
2016-02-28,396,1,397,511.4166666666667,,,,,,,,,,,0
2016-03-06,373,1,374,511.5833333333333,,,,,,,,,,,0
2016-03-13,306,2,308,499.0833333333333,,,,,,,,,,,0
2016-03-20,376,1,377,484.75,,,,,,,,,,,0
2016-03-27,290,2,292,456.75,,,,,,,,,,,0
2016-04-03,225,0,225,422.5,,,,,,,,,,,0
2016-04-10,231,0,231,389.25,,,,,,,,,,,0
2016-04-17,244,0,244,365.4166666666667,,,,,,,,,,,0
2016-04-24,181,0,181,345.5,,,,,,,,,,,0
2016-05-01,217,0,217,314.1666666666667,,,,,,,,,,,0
2016-05-08,212,0,212,289.1666666666667,,,,,,,,,,,0
2016-05-15,198,0,198,271.3333333333333,,,,,,,,,,,0
2016-05-22,219,1,220,256.5833333333333,,,,,,,,,,,0
2016-05-29,159,1,160,238.75,,,,,,,,,,,0
2016-06-05,192,1,193,229.16666666666666,,,,,,,,,,,0
2016-06-12,215,0,215,215.66666666666666,,,,,,,,,,,0
2016-06-19,234,0,234,210.83333333333334,,,,,,,,,,,0
2016-06-26,246,1,247,212.66666666666666,,,,,,,,,,,0
2016-07-03,223,0,223,212.0,,,,,,,,,,,0
2016-07-10,266,0,266,213.83333333333334,,,,,,,,,,,0
2016-07-17,221,1,222,217.25,29.441176470588236,24.0,34.88235294117647,69.70588235294117,15.441176470588236,1.0,17.0,2016-03-16,2016-03-19,126.0,1
2016-07-24,211,0,211,216.75,29.527027027027028,24.756756756756758,34.2972972972973,75.60810810810811,14.864864864864865,1.0,37.0,2016-03-20,2016-03-23,126.0,1
2016-07-31,197,1,198,215.58333333333334,30.0,25.0,35.0,71.11111111111111,17.5,1.0,9.0,2016-04-01,2016-04-02,126.0,1
2016-08-07,221,1,222,217.58333333333334,29.454545454545453,25.0,33.90909090909091,77.61363636363636,13.863636363636363,1.0,22.0,2016-04-03,2016-04-06,126.0,1
2016-08-14,274,0,274,222.08333333333334,29.5,24.82857142857143,34.17142857142857,75.92857142857143,16.214285714285715,1.0,35.0,2016-04-12,2016-04-16,126.0,1
2016-08-21,310,1,311,234.66666666666666,29.92452830188679,25.0188679245283,34.83018867924528,74.71698113207547,15.89622641509434,1.0,53.0,2016-04-17,2016-04-23,126.0,1
2016-08-28,242,0,242,238.75,29.466666666666665,24.91111111111111,34.022222222222226,75.88888888888889,13.88888888888889,0.9777777777777777,45.0,2016-04-25,2016-04-30,126.0,1
2016-09-04,174,0,174,235.33333333333334,29.677083333333332,25.041666666666668,34.3125,74.58333333333333,13.645833333333334,0.9375,48.0,2016-05-01,2016-05-07,126.0,1
2016-09-11,173,0,173,230.25,29.61320754716981,24.9811320754717,34.24528301886792,75.51886792452831,14.433962264150944,1.0,53.0,2016-05-08,2016-05-14,126.0,1
2016-09-18,138,0,138,221.16666666666666,29.403225806451612,24.532258064516128,34.274193548387096,76.49193548387096,16.653225806451612,0.967741935483871,62.0,2016-05-15,2016-05-21,126.0,1
2016-09-25,125,0,125,213.0,29.0859375,24.453125,33.71875,76.25,17.0703125,1.0,64.0,2016-05-22,2016-05-28,126.0,1
