query_date,record_date,updated_timestamp,timestamp,valid_period_start,valid_period_end,valid_period_text,general_forecast_code,general_forecast_text,temperature_low_c,temperature_high_c,relative_humidity_low_pct,relative_humidity_high_pct,wind_speed_low,wind_speed_high,wind_direction,period_count,period_1_start,period_1_end,period_1_text,period_1_west_forecast_code,period_1_west_forecast_text,period_1_east_forecast_code,period_1_east_forecast_text,period_1_central_forecast_code,period_1_central_forecast_text,period_1_north_forecast_code,period_1_north_forecast_text,period_1_south_forecast_code,period_1_south_forecast_text,period_2_start,period_2_end,period_2_text,period_2_west_forecast_code,period_2_west_forecast_text,period_2_east_forecast_code,period_2_east_forecast_text,period_2_central_forecast_code,period_2_central_forecast_text,period_2_north_forecast_code,period_2_north_forecast_text,period_2_south_forecast_code,period_2_south_forecast_text,period_3_start,period_3_end,period_3_text,period_3_west_forecast_code,period_3_west_forecast_text,period_3_east_forecast_code,period_3_east_forecast_text,period_3_central_forecast_code,period_3_central_forecast_text,period_3_north_forecast_code,period_3_north_forecast_text,period_3_south_forecast_code,period_3_south_forecast_text,period_4_start,period_4_end,period_4_text,period_4_west_forecast_code,period_4_west_forecast_text,period_4_east_forecast_code,period_4_east_forecast_text,period_4_central_forecast_code,period_4_central_forecast_text,period_4_north_forecast_code,period_4_north_forecast_text,period_4_south_forecast_code,period_4_south_forecast_text,temperature_unit,relative_humidity_unit,weather_source,weather_source_url
2016-03-16,2016-03-16,2016-03-16T20:39:06+08:00,2016-03-16T17:36:00+08:00,2016-03-16T18:00:00+08:00,2016-03-17T18:00:00+08:00,6 PM 16 Mar - 6 PM 17 Mar,FW,Fair & Warm,24.0,35.0,50.0,85.0,10.0,25.0,NE,1,2016-03-17T12:00:00+08:00,2016-03-17T18:00:00+08:00,Midday to 6 pm 17 Mar,FW,Fair & Warm,FW,Fair & Warm,FW,Fair & Warm,FW,Fair & Warm,FW,Fair & Warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-17,2016-03-17,2016-03-17T11:03:07+08:00,2016-03-17T05:47:00+08:00,2016-03-17T06:00:00+08:00,2016-03-18T06:00:00+08:00,6 AM 17 Mar - 6 AM 18 Mar,FW,Fair & Warm,24.0,35.0,50.0,85.0,10.0,25.0,NE,1,2016-03-17T18:00:00+08:00,2016-03-18T06:00:00+08:00,6 pm 17 Mar to 6 am 18 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-17,2016-03-17,2016-03-17T11:51:16+08:00,2016-03-17T11:33:00+08:00,2016-03-17T12:00:00+08:00,2016-03-18T12:00:00+08:00,12 PM 17 Mar - 12 PM 18 Mar,FW,Fair & Warm,24.0,35.0,50.0,85.0,10.0,25.0,NE,1,2016-03-18T06:00:00+08:00,2016-03-18T12:00:00+08:00,6 am to Midday 18 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-17,2016-03-17,2016-03-17T17:51:17+08:00,2016-03-17T17:33:00+08:00,2016-03-17T18:00:00+08:00,2016-03-18T18:00:00+08:00,6 PM 17 Mar - 6 PM 18 Mar,FW,Fair & Warm,24.0,35.0,50.0,90.0,10.0,20.0,NE,1,2016-03-18T12:00:00+08:00,2016-03-18T18:00:00+08:00,Midday to 6 pm 18 Mar,FW,Fair & Warm,FW,Fair & Warm,FW,Fair & Warm,FW,Fair & Warm,FW,Fair & Warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-17,2016-03-17,2016-03-17T23:21:16+08:00,2016-03-17T23:01:00+08:00,2016-03-18T00:00:00+08:00,2016-03-18T00:00:00+08:00,12 AM 18 Mar - 12 AM 18 Mar,FW,Fair & Warm,24.0,35.0,50.0,90.0,10.0,20.0,NE,1,2016-03-18T18:00:00+08:00,2016-03-19T00:00:00+08:00,6 pm to Midnight 18 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-18,2016-03-18,2016-03-18T06:06:15+08:00,2016-03-18T05:45:00+08:00,2016-03-18T06:00:00+08:00,2016-03-19T06:00:00+08:00,6 AM 18 Mar - 6 AM 19 Mar,FW,Fair & Warm,24.0,35.0,55.0,85.0,10.0,20.0,NE,1,2016-03-18T18:00:00+08:00,2016-03-19T06:00:00+08:00,6 pm 18 Mar to 6 am 19 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-18,2016-03-18,2016-03-18T08:51:16+08:00,2016-03-18T08:32:00+08:00,2016-03-18T06:00:00+08:00,2016-03-19T06:00:00+08:00,6 AM 18 Mar - 6 AM 19 Mar,FW,Fair & Warm,24.0,35.0,55.0,85.0,10.0,20.0,NE,1,2016-03-18T18:00:00+08:00,2016-03-19T06:00:00+08:00,6 pm 18 Mar to 6 am 19 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-18,2016-03-18,2016-03-18T11:51:16+08:00,2016-03-18T11:33:00+08:00,2016-03-18T12:00:00+08:00,2016-03-19T12:00:00+08:00,12 PM 18 Mar - 12 PM 19 Mar,SH,Showers,24.0,35.0,55.0,85.0,10.0,20.0,NE,1,2016-03-19T06:00:00+08:00,2016-03-19T12:00:00+08:00,6 am to Midday 19 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-18,2016-03-18,2016-03-18T18:06:15+08:00,2016-03-18T17:40:00+08:00,2016-03-18T18:00:00+08:00,2016-03-19T18:00:00+08:00,6 PM 18 Mar - 6 PM 19 Mar,SH,Showers,24.0,35.0,50.0,90.0,10.0,20.0,NE,1,2016-03-19T12:00:00+08:00,2016-03-19T18:00:00+08:00,Midday to 6 pm 19 Mar,SH,Showers,FW,Fair & Warm,FW,Fair & Warm,FW,Fair & Warm,SH,Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-18,2016-03-18,2016-03-18T18:32:36+08:00,2016-03-18T18:10:00+08:00,2016-03-18T18:00:00+08:00,2016-03-19T18:00:00+08:00,6 PM 18 Mar - 6 PM 19 Mar,SH,Showers,24.0,35.0,50.0,90.0,10.0,20.0,NE,1,2016-03-19T12:00:00+08:00,2016-03-19T18:00:00+08:00,Midday to 6 pm 19 Mar,SH,Showers,FW,Fair & Warm,FW,Fair & Warm,FW,Fair & Warm,SH,Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-18,2016-03-18,2016-03-18T23:36:15+08:00,2016-03-18T23:28:00+08:00,2016-03-19T00:00:00+08:00,2016-03-19T00:00:00+08:00,12 AM 19 Mar - 12 AM 19 Mar,SH,Showers,24.0,35.0,50.0,90.0,10.0,20.0,NE,1,2016-03-19T18:00:00+08:00,2016-03-20T00:00:00+08:00,6 pm to Midnight 19 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-19,2016-03-19,2016-03-19T05:51:15+08:00,2016-03-19T05:36:00+08:00,2016-03-19T06:00:00+08:00,2016-03-20T06:00:00+08:00,6 AM 19 Mar - 6 AM 20 Mar,SH,Showers,24.0,35.0,50.0,95.0,10.0,20.0,NE,1,2016-03-19T18:00:00+08:00,2016-03-20T06:00:00+08:00,6 pm 19 Mar to 6 am 20 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-19,2016-03-19,2016-03-19T11:51:16+08:00,2016-03-19T11:33:00+08:00,2016-03-19T12:00:00+08:00,2016-03-20T12:00:00+08:00,12 PM 19 Mar - 12 PM 20 Mar,SH,Showers,24.0,35.0,50.0,90.0,10.0,20.0,NE,1,2016-03-20T06:00:00+08:00,2016-03-20T12:00:00+08:00,6 am to Midday 20 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-19,2016-03-19,2016-03-19T14:36:15+08:00,2016-03-19T14:28:00+08:00,2016-03-19T12:00:00+08:00,2016-03-20T12:00:00+08:00,12 PM 19 Mar - 12 PM 20 Mar,SH,Showers,24.0,34.0,50.0,90.0,10.0,20.0,NE,1,2016-03-20T06:00:00+08:00,2016-03-20T12:00:00+08:00,6 am to Midday 20 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-19,2016-03-19,2016-03-19T15:06:15+08:00,2016-03-19T14:44:00+08:00,2016-03-19T12:00:00+08:00,2016-03-20T12:00:00+08:00,12 PM 19 Mar - 12 PM 20 Mar,SH,Showers,24.0,34.0,50.0,90.0,10.0,20.0,NE,1,2016-03-20T06:00:00+08:00,2016-03-20T12:00:00+08:00,6 am to Midday 20 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-19,2016-03-19,2016-03-19T19:51:17+08:00,2016-03-19T17:36:00+08:00,2016-03-19T18:00:00+08:00,2016-03-20T18:00:00+08:00,6 PM 19 Mar - 6 PM 20 Mar,SH,Showers,24.0,35.0,50.0,90.0,10.0,20.0,NE,1,2016-03-20T12:00:00+08:00,2016-03-20T18:00:00+08:00,Midday to 6 pm 20 Mar,SH,Showers,PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),SH,Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-19,2016-03-19,2016-03-19T23:21:15+08:00,2016-03-19T23:05:00+08:00,2016-03-20T00:00:00+08:00,2016-03-20T00:00:00+08:00,12 AM 20 Mar - 12 AM 20 Mar,SH,Showers,24.0,35.0,50.0,90.0,10.0,20.0,NNE,1,2016-03-20T18:00:00+08:00,2016-03-21T00:00:00+08:00,6 pm to Midnight 20 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T05:51:15+08:00,2016-03-20T05:35:00+08:00,2016-03-20T06:00:00+08:00,2016-03-21T06:00:00+08:00,6 AM 20 Mar - 6 AM 21 Mar,SH,Showers,24.0,35.0,50.0,90.0,10.0,20.0,NNE,1,2016-03-20T18:00:00+08:00,2016-03-21T06:00:00+08:00,6 pm 20 Mar to 6 am 21 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T08:06:15+08:00,2016-03-20T07:53:00+08:00,2016-03-20T06:00:00+08:00,2016-03-21T06:00:00+08:00,6 AM 20 Mar - 6 AM 21 Mar,SH,Showers,24.0,35.0,50.0,90.0,10.0,20.0,NNE,1,2016-03-20T18:00:00+08:00,2016-03-21T06:00:00+08:00,6 pm 20 Mar to 6 am 21 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T08:36:16+08:00,2016-03-20T08:18:00+08:00,2016-03-20T06:00:00+08:00,2016-03-21T06:00:00+08:00,6 AM 20 Mar - 6 AM 21 Mar,SH,Showers,24.0,35.0,50.0,90.0,10.0,20.0,NNE,1,2016-03-20T18:00:00+08:00,2016-03-21T06:00:00+08:00,6 pm 20 Mar to 6 am 21 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T08:51:15+08:00,2016-03-20T08:35:00+08:00,2016-03-20T06:00:00+08:00,2016-03-21T06:00:00+08:00,6 AM 20 Mar - 6 AM 21 Mar,SH,Showers,24.0,35.0,55.0,90.0,10.0,20.0,NNE,1,2016-03-20T18:00:00+08:00,2016-03-21T06:00:00+08:00,6 pm 20 Mar to 6 am 21 Mar,FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),FN,Fair (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T11:51:15+08:00,2016-03-20T11:35:00+08:00,2016-03-20T12:00:00+08:00,2016-03-21T12:00:00+08:00,12 PM 20 Mar - 12 PM 21 Mar,SH,Showers,24.0,35.0,55.0,90.0,10.0,20.0,NNE,1,2016-03-21T06:00:00+08:00,2016-03-21T12:00:00+08:00,6 am to Midday 21 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T13:21:15+08:00,2016-03-20T13:09:00+08:00,2016-03-20T12:00:00+08:00,2016-03-21T12:00:00+08:00,12 PM 20 Mar - 12 PM 21 Mar,SH,Showers,24.0,34.0,55.0,90.0,10.0,20.0,NNE,1,2016-03-21T06:00:00+08:00,2016-03-21T12:00:00+08:00,6 am to Midday 21 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T15:21:16+08:00,2016-03-20T14:53:00+08:00,2016-03-20T12:00:00+08:00,2016-03-21T12:00:00+08:00,12 PM 20 Mar - 12 PM 21 Mar,SH,Showers,25.0,34.0,55.0,90.0,10.0,20.0,NNE,1,2016-03-21T06:00:00+08:00,2016-03-21T12:00:00+08:00,6 am to Midday 21 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T16:21:16+08:00,2016-03-20T16:08:00+08:00,2016-03-20T12:00:00+08:00,2016-03-21T12:00:00+08:00,12 PM 20 Mar - 12 PM 21 Mar,TL,Thundery Showers,25.0,34.0,55.0,90.0,10.0,20.0,NNE,1,2016-03-21T06:00:00+08:00,2016-03-21T12:00:00+08:00,6 am to Midday 21 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T17:51:14+08:00,2016-03-20T17:34:00+08:00,2016-03-20T18:00:00+08:00,2016-03-21T18:00:00+08:00,6 PM 20 Mar - 6 PM 21 Mar,TL,Thundery Showers,25.0,34.0,55.0,90.0,10.0,20.0,N,1,2016-03-21T12:00:00+08:00,2016-03-21T18:00:00+08:00,Midday to 6 pm 21 Mar,TL,Thundery Showers,PC,Partly Cloudy (Day),TL,Thundery Showers,PC,Partly Cloudy (Day),TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T18:06:15+08:00,2016-03-20T17:41:00+08:00,2016-03-20T18:00:00+08:00,2016-03-21T18:00:00+08:00,6 PM 20 Mar - 6 PM 21 Mar,TL,Thundery Showers,25.0,34.0,55.0,90.0,10.0,20.0,N,1,2016-03-21T12:00:00+08:00,2016-03-21T18:00:00+08:00,Midday to 6 pm 21 Mar,TL,Thundery Showers,PC,Partly Cloudy (Day),TL,Thundery Showers,PC,Partly Cloudy (Day),TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T20:36:15+08:00,2016-03-20T20:23:00+08:00,2016-03-20T18:00:00+08:00,2016-03-21T18:00:00+08:00,6 PM 20 Mar - 6 PM 21 Mar,TL,Thundery Showers,25.0,34.0,55.0,90.0,10.0,20.0,N,1,2016-03-21T12:00:00+08:00,2016-03-21T18:00:00+08:00,Midday to 6 pm 21 Mar,TL,Thundery Showers,PC,Partly Cloudy (Day),TL,Thundery Showers,PC,Partly Cloudy (Day),TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-20,2016-03-20,2016-03-20T23:21:15+08:00,2016-03-20T23:01:00+08:00,2016-03-21T00:00:00+08:00,2016-03-21T00:00:00+08:00,12 AM 21 Mar - 12 AM 21 Mar,TL,Thundery Showers,25.0,34.0,55.0,90.0,10.0,20.0,N,1,2016-03-21T18:00:00+08:00,2016-03-22T00:00:00+08:00,6 pm to Midnight 21 Mar,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-21,2016-03-21,2016-03-21T05:51:16+08:00,2016-03-21T05:33:00+08:00,2016-03-21T06:00:00+08:00,2016-03-22T06:00:00+08:00,6 AM 21 Mar - 6 AM 22 Mar,TL,Thundery Showers,25.0,34.0,60.0,95.0,10.0,20.0,N,1,2016-03-21T18:00:00+08:00,2016-03-22T06:00:00+08:00,6 pm 21 Mar to 6 am 22 Mar,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-21,2016-03-21,2016-03-21T07:51:16+08:00,2016-03-21T07:29:00+08:00,2016-03-21T06:00:00+08:00,2016-03-22T06:00:00+08:00,6 AM 21 Mar - 6 AM 22 Mar,TL,Thundery Showers,25.0,34.0,60.0,95.0,10.0,20.0,N,1,2016-03-21T18:00:00+08:00,2016-03-22T06:00:00+08:00,6 pm 21 Mar to 6 am 22 Mar,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-21,2016-03-21,2016-03-21T12:06:15+08:00,2016-03-21T11:49:00+08:00,2016-03-21T12:00:00+08:00,2016-03-22T12:00:00+08:00,12 PM 21 Mar - 12 PM 22 Mar,TL,Thundery Showers,25.0,34.0,60.0,95.0,10.0,20.0,N,1,2016-03-22T06:00:00+08:00,2016-03-22T12:00:00+08:00,6 am to Midday 22 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-21,2016-03-21,2016-03-21T13:51:17+08:00,2016-03-21T13:28:00+08:00,2016-03-21T12:00:00+08:00,2016-03-22T12:00:00+08:00,12 PM 21 Mar - 12 PM 22 Mar,TL,Thundery Showers,25.0,35.0,60.0,95.0,10.0,20.0,N,1,2016-03-22T06:00:00+08:00,2016-03-22T12:00:00+08:00,6 am to Midday 22 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
2016-03-21,2016-03-21,2016-03-21T14:51:16+08:00,2016-03-21T14:35:00+08:00,2016-03-21T12:00:00+08:00,2016-03-22T12:00:00+08:00,12 PM 21 Mar - 12 PM 22 Mar,TL,Thundery Showers,25.0,35.0,60.0,95.0,10.0,20.0,N,1,2016-03-22T06:00:00+08:00,2016-03-22T12:00:00+08:00,6 am to Midday 22 Mar,FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),FA,Fair (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2016_d_6352cbce0ea1603e28a01186ba47ce62.csv
