query_date,record_date,updated_timestamp,timestamp,valid_period_start,valid_period_end,valid_period_text,general_forecast_code,general_forecast_text,temperature_low_c,temperature_high_c,relative_humidity_low_pct,relative_humidity_high_pct,wind_speed_low,wind_speed_high,wind_direction,period_count,period_1_start,period_1_end,period_1_text,period_1_west_forecast_code,period_1_west_forecast_text,period_1_east_forecast_code,period_1_east_forecast_text,period_1_central_forecast_code,period_1_central_forecast_text,period_1_north_forecast_code,period_1_north_forecast_text,period_1_south_forecast_code,period_1_south_forecast_text,period_2_start,period_2_end,period_2_text,period_2_west_forecast_code,period_2_west_forecast_text,period_2_east_forecast_code,period_2_east_forecast_text,period_2_central_forecast_code,period_2_central_forecast_text,period_2_north_forecast_code,period_2_north_forecast_text,period_2_south_forecast_code,period_2_south_forecast_text,period_3_start,period_3_end,period_3_text,period_3_west_forecast_code,period_3_west_forecast_text,period_3_east_forecast_code,period_3_east_forecast_text,period_3_central_forecast_code,period_3_central_forecast_text,period_3_north_forecast_code,period_3_north_forecast_text,period_3_south_forecast_code,period_3_south_forecast_text,period_4_start,period_4_end,period_4_text,period_4_west_forecast_code,period_4_west_forecast_text,period_4_east_forecast_code,period_4_east_forecast_text,period_4_central_forecast_code,period_4_central_forecast_text,period_4_north_forecast_code,period_4_north_forecast_text,period_4_south_forecast_code,period_4_south_forecast_text,temperature_unit,relative_humidity_unit,weather_source,weather_source_url
2022-10-02,2022-10-02,2022-10-02T03:06:18+08:00,2022-10-02T02:53:00+08:00,2022-10-02T00:00:00+08:00,2022-10-03T00:00:00+08:00,12 AM 2 Oct - 12 AM 3 Oct,TL,Thundery Showers,24.0,31.0,65.0,95.0,5.0,15.0,WNW,1,2022-10-02T18:00:00+08:00,2022-10-03T00:00:00+08:00,6 pm to Midnight 2 Oct,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T03:36:18+08:00,2022-10-02T03:16:00+08:00,2022-10-02T00:00:00+08:00,2022-10-03T00:00:00+08:00,12 AM 2 Oct - 12 AM 3 Oct,TL,Thundery Showers,24.0,30.0,65.0,95.0,5.0,15.0,WNW,1,2022-10-02T18:00:00+08:00,2022-10-03T00:00:00+08:00,6 pm to Midnight 2 Oct,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T05:51:18+08:00,2022-10-02T05:36:00+08:00,2022-10-02T06:00:00+08:00,2022-10-03T06:00:00+08:00,6 AM 2 Oct - 6 AM 3 Oct,TL,Thundery Showers,23.0,31.0,65.0,95.0,5.0,15.0,WNW,1,2022-10-02T18:00:00+08:00,2022-10-03T06:00:00+08:00,6 pm 2 Oct to 6 am 3 Oct,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T07:06:18+08:00,2022-10-02T06:57:00+08:00,2022-10-02T06:00:00+08:00,2022-10-03T06:00:00+08:00,6 AM 2 Oct - 6 AM 3 Oct,RA,Moderate Rain,23.0,31.0,65.0,95.0,5.0,15.0,WNW,1,2022-10-02T18:00:00+08:00,2022-10-03T06:00:00+08:00,6 pm 2 Oct to 6 am 3 Oct,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T11:51:19+08:00,2022-10-02T11:32:00+08:00,2022-10-02T12:00:00+08:00,2022-10-03T12:00:00+08:00,12 PM 2 Oct - 12 PM 3 Oct,CL,Cloudy,23.0,31.0,65.0,95.0,5.0,15.0,WNW,1,2022-10-03T06:00:00+08:00,2022-10-03T12:00:00+08:00,6 am to Midday 3 Oct,PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T14:51:18+08:00,2022-10-02T14:38:00+08:00,2022-10-02T12:00:00+08:00,2022-10-03T12:00:00+08:00,12 PM 2 Oct - 12 PM 3 Oct,CL,Cloudy,23.0,31.0,65.0,95.0,5.0,15.0,WNW,1,2022-10-03T06:00:00+08:00,2022-10-03T12:00:00+08:00,6 am to Midday 3 Oct,PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T15:21:18+08:00,2022-10-02T15:05:00+08:00,2022-10-02T12:00:00+08:00,2022-10-03T12:00:00+08:00,12 PM 2 Oct - 12 PM 3 Oct,CL,Cloudy,23.0,33.0,65.0,95.0,5.0,15.0,WNW,1,2022-10-03T06:00:00+08:00,2022-10-03T12:00:00+08:00,6 am to Midday 3 Oct,PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T17:51:18+08:00,2022-10-02T17:38:00+08:00,2022-10-02T18:00:00+08:00,2022-10-03T18:00:00+08:00,6 PM 2 Oct - 6 PM 3 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-03T12:00:00+08:00,2022-10-03T18:00:00+08:00,Midday to 6 pm 3 Oct,TL,Thundery Showers,TL,Thundery Showers,CL,Cloudy,TL,Thundery Showers,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T18:06:18+08:00,2022-10-02T17:52:00+08:00,2022-10-02T18:00:00+08:00,2022-10-03T18:00:00+08:00,6 PM 2 Oct - 6 PM 3 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-03T12:00:00+08:00,2022-10-03T18:00:00+08:00,Midday to 6 pm 3 Oct,TL,Thundery Showers,TL,Thundery Showers,CL,Cloudy,TL,Thundery Showers,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T18:36:18+08:00,2022-10-02T18:13:00+08:00,2022-10-02T18:00:00+08:00,2022-10-03T18:00:00+08:00,6 PM 2 Oct - 6 PM 3 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-03T12:00:00+08:00,2022-10-03T18:00:00+08:00,Midday to 6 pm 3 Oct,TL,Thundery Showers,TL,Thundery Showers,CL,Cloudy,TL,Thundery Showers,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T20:06:18+08:00,2022-10-02T19:41:00+08:00,2022-10-02T18:00:00+08:00,2022-10-03T18:00:00+08:00,6 PM 2 Oct - 6 PM 3 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-03T12:00:00+08:00,2022-10-03T18:00:00+08:00,Midday to 6 pm 3 Oct,TL,Thundery Showers,TL,Thundery Showers,CL,Cloudy,TL,Thundery Showers,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T20:36:18+08:00,2022-10-02T20:14:00+08:00,2022-10-02T18:00:00+08:00,2022-10-03T18:00:00+08:00,6 PM 2 Oct - 6 PM 3 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-03T12:00:00+08:00,2022-10-03T18:00:00+08:00,Midday to 6 pm 3 Oct,TL,Thundery Showers,TL,Thundery Showers,CL,Cloudy,TL,Thundery Showers,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T22:51:18+08:00,2022-10-02T22:32:00+08:00,2022-10-02T18:00:00+08:00,2022-10-03T18:00:00+08:00,6 PM 2 Oct - 6 PM 3 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-03T12:00:00+08:00,2022-10-03T18:00:00+08:00,Midday to 6 pm 3 Oct,TL,Thundery Showers,TL,Thundery Showers,CL,Cloudy,TL,Thundery Showers,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-02,2022-10-02,2022-10-02T23:21:19+08:00,2022-10-02T23:04:00+08:00,2022-10-03T00:00:00+08:00,2022-10-04T00:00:00+08:00,12 AM 3 Oct - 12 AM 4 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-03T18:00:00+08:00,2022-10-04T00:00:00+08:00,6 pm to Midnight 3 Oct,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T05:51:18+08:00,2022-10-03T05:34:00+08:00,2022-10-03T06:00:00+08:00,2022-10-04T06:00:00+08:00,6 AM 3 Oct - 6 AM 4 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-03T18:00:00+08:00,2022-10-04T06:00:00+08:00,6 pm 3 Oct to 6 am 4 Oct,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T12:06:19+08:00,2022-10-03T11:41:00+08:00,2022-10-03T12:00:00+08:00,2022-10-04T12:00:00+08:00,12 PM 3 Oct - 12 PM 4 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T06:00:00+08:00,2022-10-04T12:00:00+08:00,6 am to Midday 4 Oct,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T13:06:18+08:00,2022-10-03T12:49:00+08:00,2022-10-03T12:00:00+08:00,2022-10-04T12:00:00+08:00,12 PM 3 Oct - 12 PM 4 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T06:00:00+08:00,2022-10-04T12:00:00+08:00,6 am to Midday 4 Oct,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T13:36:18+08:00,2022-10-03T13:11:00+08:00,2022-10-03T12:00:00+08:00,2022-10-04T12:00:00+08:00,12 PM 3 Oct - 12 PM 4 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T06:00:00+08:00,2022-10-04T12:00:00+08:00,6 am to Midday 4 Oct,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T17:21:18+08:00,2022-10-03T17:05:00+08:00,2022-10-03T12:00:00+08:00,2022-10-04T12:00:00+08:00,12 PM 3 Oct - 12 PM 4 Oct,TL,Thundery Showers,24.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T06:00:00+08:00,2022-10-04T12:00:00+08:00,6 am to Midday 4 Oct,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T17:51:18+08:00,2022-10-03T17:36:00+08:00,2022-10-03T18:00:00+08:00,2022-10-04T18:00:00+08:00,6 PM 3 Oct - 6 PM 4 Oct,TL,Thundery Showers,23.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T12:00:00+08:00,2022-10-04T18:00:00+08:00,Midday to 6 pm 4 Oct,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T18:06:18+08:00,2022-10-03T17:44:00+08:00,2022-10-03T18:00:00+08:00,2022-10-04T18:00:00+08:00,6 PM 3 Oct - 6 PM 4 Oct,TL,Thundery Showers,23.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T12:00:00+08:00,2022-10-04T18:00:00+08:00,Midday to 6 pm 4 Oct,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T18:21:18+08:00,2022-10-03T18:10:00+08:00,2022-10-03T18:00:00+08:00,2022-10-04T18:00:00+08:00,6 PM 3 Oct - 6 PM 4 Oct,TL,Thundery Showers,23.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T12:00:00+08:00,2022-10-04T18:00:00+08:00,Midday to 6 pm 4 Oct,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T19:06:18+08:00,2022-10-03T18:43:00+08:00,2022-10-03T18:00:00+08:00,2022-10-04T18:00:00+08:00,6 PM 3 Oct - 6 PM 4 Oct,TL,Thundery Showers,23.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T12:00:00+08:00,2022-10-04T18:00:00+08:00,Midday to 6 pm 4 Oct,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-03,2022-10-03,2022-10-03T23:21:18+08:00,2022-10-03T23:01:00+08:00,2022-10-04T00:00:00+08:00,2022-10-05T00:00:00+08:00,12 AM 4 Oct - 12 AM 5 Oct,TL,Thundery Showers,23.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T18:00:00+08:00,2022-10-05T00:00:00+08:00,6 pm to Midnight 4 Oct,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T05:51:18+08:00,2022-10-04T05:32:00+08:00,2022-10-04T06:00:00+08:00,2022-10-05T06:00:00+08:00,6 AM 4 Oct - 6 AM 5 Oct,TL,Thundery Showers,23.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T18:00:00+08:00,2022-10-05T06:00:00+08:00,6 pm 4 Oct to 6 am 5 Oct,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T08:21:19+08:00,2022-10-04T08:06:00+08:00,2022-10-04T06:00:00+08:00,2022-10-05T06:00:00+08:00,6 AM 4 Oct - 6 AM 5 Oct,SH,Showers,23.0,33.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T18:00:00+08:00,2022-10-05T06:00:00+08:00,6 pm 4 Oct to 6 am 5 Oct,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T09:36:18+08:00,2022-10-04T09:15:00+08:00,2022-10-04T06:00:00+08:00,2022-10-05T06:00:00+08:00,6 AM 4 Oct - 6 AM 5 Oct,SH,Showers,23.0,32.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T18:00:00+08:00,2022-10-05T06:00:00+08:00,6 pm 4 Oct to 6 am 5 Oct,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T11:36:18+08:00,2022-10-04T11:14:00+08:00,2022-10-04T06:00:00+08:00,2022-10-05T06:00:00+08:00,6 AM 4 Oct - 6 AM 5 Oct,TL,Thundery Showers,23.0,32.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-04T18:00:00+08:00,2022-10-05T06:00:00+08:00,6 pm 4 Oct to 6 am 5 Oct,PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T13:36:18+08:00,2022-10-04T13:11:00+08:00,2022-10-04T12:00:00+08:00,2022-10-05T12:00:00+08:00,12 PM 4 Oct - 12 PM 5 Oct,TL,Thundery Showers,23.0,32.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-05T06:00:00+08:00,2022-10-05T12:00:00+08:00,6 am to Midday 5 Oct,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T15:06:18+08:00,2022-10-04T14:55:00+08:00,2022-10-04T12:00:00+08:00,2022-10-05T12:00:00+08:00,12 PM 4 Oct - 12 PM 5 Oct,TL,Thundery Showers,23.0,32.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-05T06:00:00+08:00,2022-10-05T12:00:00+08:00,6 am to Midday 5 Oct,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T15:36:18+08:00,2022-10-04T15:17:00+08:00,2022-10-04T12:00:00+08:00,2022-10-05T12:00:00+08:00,12 PM 4 Oct - 12 PM 5 Oct,TL,Thundery Showers,23.0,32.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-05T06:00:00+08:00,2022-10-05T12:00:00+08:00,6 am to Midday 5 Oct,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T15:51:18+08:00,2022-10-04T15:32:00+08:00,2022-10-04T12:00:00+08:00,2022-10-05T12:00:00+08:00,12 PM 4 Oct - 12 PM 5 Oct,TL,Thundery Showers,23.0,32.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-05T06:00:00+08:00,2022-10-05T12:00:00+08:00,6 am to Midday 5 Oct,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T16:36:18+08:00,2022-10-04T16:16:00+08:00,2022-10-04T12:00:00+08:00,2022-10-05T12:00:00+08:00,12 PM 4 Oct - 12 PM 5 Oct,TL,Thundery Showers,23.0,32.0,65.0,95.0,5.0,15.0,VARIABLE,1,2022-10-05T06:00:00+08:00,2022-10-05T12:00:00+08:00,6 am to Midday 5 Oct,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
2022-10-04,2022-10-04,2022-10-04T18:06:18+08:00,2022-10-04T17:49:00+08:00,2022-10-04T18:00:00+08:00,2022-10-05T18:00:00+08:00,6 PM 4 Oct - 6 PM 5 Oct,TL,Thundery Showers,23.0,32.0,65.0,95.0,10.0,25.0,WSW,1,2022-10-05T12:00:00+08:00,2022-10-05T18:00:00+08:00,Midday to 6 pm 5 Oct,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical_collection,C:\Users\davin\OneDrive\Documents\Python stuffs\NEA Dengue Model\weather_history_raw\historical_24hr_weather_forecast_2022_d_ef95e630ddb1c620bea75d50986ec028.csv
