date,timestamp,update_timestamp,wind_speed_high,wind_speed_low,wind_speed_direction,forecast_text,forecast_code,relative_humidity_high,relative_humidity_low,valid_period_text,valid_period_start,valid_period_end,temperature_high,temperature_low,time_period_text,time_period_start,time_period_end,south_forecast_text,south_forecast_code,north_forecast_text,north_forecast_code,east_forecast_text,east_forecast_code,central_forecast_text,central_forecast_code,west_forecast_text,west_forecast_code
2018-01-01,2018-01-01T00:10:00+08:00,2018-01-01T01:06:15+08:00,25.0,10.0,NE,Showers,SH,95.0,65.0,12 AM 1 Jan - 12 AM 2 Jan,2017-01-01T00:00:00+08:00,2017-01-02T00:00:00+08:00,31.0,23.0,Midnight to 6 am 1 Jan,2017-01-01T00:00:00+08:00,2017-01-01T06:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T00:10:00+08:00,2018-01-01T01:06:15+08:00,25.0,10.0,NE,Showers,SH,95.0,65.0,12 AM 1 Jan - 12 AM 2 Jan,2017-01-01T00:00:00+08:00,2017-01-02T00:00:00+08:00,31.0,23.0,6 am to Midday 1 Jan,2017-01-01T06:00:00+08:00,2017-01-01T12:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T00:10:00+08:00,2018-01-01T01:06:15+08:00,25.0,10.0,NE,Showers,SH,95.0,65.0,12 AM 1 Jan - 12 AM 2 Jan,2017-01-01T00:00:00+08:00,2017-01-02T00:00:00+08:00,31.0,23.0,Midday to 6 pm 1 Jan,2017-01-01T12:00:00+08:00,2017-01-01T18:00:00+08:00,Showers,SH,Showers,SH,Showers,SH,Showers,SH,Showers,SH
2018-01-01,2018-01-01T00:10:00+08:00,2018-01-01T01:06:15+08:00,25.0,10.0,NE,Showers,SH,95.0,65.0,12 AM 1 Jan - 12 AM 2 Jan,2017-01-01T00:00:00+08:00,2017-01-02T00:00:00+08:00,31.0,23.0,6 pm to Midnight 1 Jan,2017-01-01T18:00:00+08:00,2017-01-02T00:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-01,2018-01-01T05:32:00+08:00,2018-01-01T06:06:15+08:00,20.0,10.0,NE,Moderate Rain,RA,95.0,65.0,6 AM 1 Jan - 6 AM 2 Jan,2017-01-01T06:00:00+08:00,2017-01-02T06:00:00+08:00,29.0,23.0,6 am to Midday 1 Jan,2017-01-01T06:00:00+08:00,2017-01-01T12:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T05:32:00+08:00,2018-01-01T06:06:15+08:00,20.0,10.0,NE,Moderate Rain,RA,95.0,65.0,6 AM 1 Jan - 6 AM 2 Jan,2017-01-01T06:00:00+08:00,2017-01-02T06:00:00+08:00,29.0,23.0,Midday to 6 pm 1 Jan,2017-01-01T12:00:00+08:00,2017-01-01T18:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T05:32:00+08:00,2018-01-01T06:06:15+08:00,20.0,10.0,NE,Moderate Rain,RA,95.0,65.0,6 AM 1 Jan - 6 AM 2 Jan,2017-01-01T06:00:00+08:00,2017-01-02T06:00:00+08:00,29.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2017-01-01T18:00:00+08:00,2017-01-02T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T07:56:00+08:00,2018-01-01T08:51:15+08:00,20.0,10.0,NE,Moderate Rain,RA,95.0,65.0,6 AM 1 Jan - 6 AM 2 Jan,2018-01-01T06:00:00+08:00,2018-01-02T06:00:00+08:00,29.0,23.0,6 am to Midday 1 Jan,2018-01-01T06:00:00+08:00,2018-01-01T12:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T07:56:00+08:00,2018-01-01T08:51:15+08:00,20.0,10.0,NE,Moderate Rain,RA,95.0,65.0,6 AM 1 Jan - 6 AM 2 Jan,2018-01-01T06:00:00+08:00,2018-01-02T06:00:00+08:00,29.0,23.0,Midday to 6 pm 1 Jan,2018-01-01T12:00:00+08:00,2018-01-01T18:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T07:56:00+08:00,2018-01-01T08:51:15+08:00,20.0,10.0,NE,Moderate Rain,RA,95.0,65.0,6 AM 1 Jan - 6 AM 2 Jan,2018-01-01T06:00:00+08:00,2018-01-02T06:00:00+08:00,29.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T09:44:00+08:00,2018-01-01T10:21:16+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,6 AM 1 Jan - 6 AM 2 Jan,2018-01-01T06:00:00+08:00,2018-01-02T06:00:00+08:00,26.0,23.0,6 am to Midday 1 Jan,2018-01-01T06:00:00+08:00,2018-01-01T12:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T09:44:00+08:00,2018-01-01T10:21:16+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,6 AM 1 Jan - 6 AM 2 Jan,2018-01-01T06:00:00+08:00,2018-01-02T06:00:00+08:00,26.0,23.0,Midday to 6 pm 1 Jan,2018-01-01T12:00:00+08:00,2018-01-01T18:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T09:44:00+08:00,2018-01-01T10:21:16+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,6 AM 1 Jan - 6 AM 2 Jan,2018-01-01T06:00:00+08:00,2018-01-02T06:00:00+08:00,26.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T10:52:00+08:00,2018-01-01T11:21:15+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,6 AM 1 Jan - 6 AM 2 Jan,2018-01-01T06:00:00+08:00,2018-01-02T06:00:00+08:00,26.0,23.0,6 am to Midday 1 Jan,2018-01-01T06:00:00+08:00,2018-01-01T12:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T10:52:00+08:00,2018-01-01T11:21:15+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,6 AM 1 Jan - 6 AM 2 Jan,2018-01-01T06:00:00+08:00,2018-01-02T06:00:00+08:00,26.0,23.0,Midday to 6 pm 1 Jan,2018-01-01T12:00:00+08:00,2018-01-01T18:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T10:52:00+08:00,2018-01-01T11:21:15+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,6 AM 1 Jan - 6 AM 2 Jan,2018-01-01T06:00:00+08:00,2018-01-02T06:00:00+08:00,26.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-01,2018-01-01T11:32:00+08:00,2018-01-01T12:36:15+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,Midday to 6 pm 1 Jan,2018-01-01T12:00:00+08:00,2018-01-01T18:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T11:32:00+08:00,2018-01-01T12:36:15+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-01,2018-01-01T11:32:00+08:00,2018-01-01T12:36:15+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,6 am to Midday 2 Jan,2018-01-02T06:00:00+08:00,2018-01-02T12:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T12:22:00+08:00,2018-01-01T13:36:14+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,Midday to 6 pm 1 Jan,2018-01-01T12:00:00+08:00,2018-01-01T18:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T12:22:00+08:00,2018-01-01T13:36:14+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-01,2018-01-01T12:22:00+08:00,2018-01-01T13:36:14+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,6 am to Midday 2 Jan,2018-01-02T06:00:00+08:00,2018-01-02T12:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T13:31:00+08:00,2018-01-01T14:36:15+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,Midday to 6 pm 1 Jan,2018-01-01T12:00:00+08:00,2018-01-01T18:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2018-01-01,2018-01-01T13:31:00+08:00,2018-01-01T14:36:15+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-01,2018-01-01T13:31:00+08:00,2018-01-01T14:36:15+08:00,20.0,10.0,NE,Moderate Rain,RA,100.0,85.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,6 am to Midday 2 Jan,2018-01-02T06:00:00+08:00,2018-01-02T12:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T14:00:00+08:00,2018-01-01T15:06:15+08:00,20.0,10.0,NE,Light Rain,LR,95.0,80.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,Midday to 6 pm 1 Jan,2018-01-01T12:00:00+08:00,2018-01-01T18:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-01,2018-01-01T14:00:00+08:00,2018-01-01T15:06:15+08:00,20.0,10.0,NE,Light Rain,LR,95.0,80.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-01,2018-01-01T14:00:00+08:00,2018-01-01T15:06:15+08:00,20.0,10.0,NE,Light Rain,LR,95.0,80.0,12 PM 1 Jan - 12 PM 2 Jan,2018-01-01T12:00:00+08:00,2018-01-02T12:00:00+08:00,27.0,23.0,6 am to Midday 2 Jan,2018-01-02T06:00:00+08:00,2018-01-02T12:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T17:33:00+08:00,2018-01-01T18:36:15+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan - 6 PM 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T18:00:00+08:00,32.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-01,2018-01-01T17:33:00+08:00,2018-01-01T18:36:15+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan - 6 PM 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T18:00:00+08:00,32.0,23.0,6 am to Midday 2 Jan,2018-01-02T06:00:00+08:00,2018-01-02T12:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T17:33:00+08:00,2018-01-01T18:36:15+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan - 6 PM 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T18:00:00+08:00,32.0,23.0,Midday to 6 pm 2 Jan,2018-01-02T12:00:00+08:00,2018-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2018-01-01,2018-01-01T18:33:00+08:00,2018-01-01T19:36:16+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan - 6 PM 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T18:00:00+08:00,32.0,23.0,6 pm 1 Jan to 6 am 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-01,2018-01-01T18:33:00+08:00,2018-01-01T19:36:16+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan - 6 PM 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T18:00:00+08:00,32.0,23.0,6 am to Midday 2 Jan,2018-01-02T06:00:00+08:00,2018-01-02T12:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T18:33:00+08:00,2018-01-01T19:36:16+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan - 6 PM 2 Jan,2018-01-01T18:00:00+08:00,2018-01-02T18:00:00+08:00,32.0,23.0,Midday to 6 pm 2 Jan,2018-01-02T12:00:00+08:00,2018-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2018-01-01,2018-01-01T23:05:00+08:00,2018-01-02T00:06:15+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,12 AM 2 Jan - 12 AM 2 Jan,2018-01-02T00:00:00+08:00,2018-01-02T00:00:00+08:00,31.0,23.0,Midnight to 6 am 2 Jan,2018-01-02T00:00:00+08:00,2018-01-02T06:00:00+08:00,Cloudy,CL,Light Rain,LR,Light Rain,LR,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T23:05:00+08:00,2018-01-02T00:06:15+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,12 AM 2 Jan - 12 AM 2 Jan,2018-01-02T00:00:00+08:00,2018-01-02T00:00:00+08:00,31.0,23.0,6 am to Midday 2 Jan,2018-01-02T06:00:00+08:00,2018-01-02T12:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-01,2018-01-01T23:05:00+08:00,2018-01-02T00:06:15+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,12 AM 2 Jan - 12 AM 2 Jan,2018-01-02T00:00:00+08:00,2018-01-02T00:00:00+08:00,31.0,23.0,Midday to 6 pm 2 Jan,2018-01-02T12:00:00+08:00,2018-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2018-01-01,2018-01-01T23:05:00+08:00,2018-01-02T00:06:15+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,12 AM 2 Jan - 12 AM 2 Jan,2018-01-02T00:00:00+08:00,2018-01-02T00:00:00+08:00,31.0,23.0,6 pm to Midnight 2 Jan,2018-01-02T18:00:00+08:00,2018-01-03T00:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-02,2018-01-02T05:34:00+08:00,2018-01-02T06:21:15+08:00,20.0,10.0,ENE,Light Rain,LR,95.0,65.0,6 AM 2 Jan - 6 AM 3 Jan,2018-01-02T06:00:00+08:00,2018-01-03T06:00:00+08:00,31.0,23.0,6 am to Midday 2 Jan,2018-01-02T06:00:00+08:00,2018-01-02T12:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-02,2018-01-02T05:34:00+08:00,2018-01-02T06:21:15+08:00,20.0,10.0,ENE,Light Rain,LR,95.0,65.0,6 AM 2 Jan - 6 AM 3 Jan,2018-01-02T06:00:00+08:00,2018-01-03T06:00:00+08:00,31.0,23.0,Midday to 6 pm 2 Jan,2018-01-02T12:00:00+08:00,2018-01-02T18:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-02,2018-01-02T05:34:00+08:00,2018-01-02T06:21:15+08:00,20.0,10.0,ENE,Light Rain,LR,95.0,65.0,6 AM 2 Jan - 6 AM 3 Jan,2018-01-02T06:00:00+08:00,2018-01-03T06:00:00+08:00,31.0,23.0,6 pm 2 Jan to 6 am 3 Jan,2018-01-02T18:00:00+08:00,2018-01-03T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-02,2018-01-02T08:35:00+08:00,2018-01-02T09:06:16+08:00,25.0,10.0,NE,Light Rain,LR,95.0,65.0,6 AM 2 Jan - 6 AM 3 Jan,2018-01-02T06:00:00+08:00,2018-01-03T06:00:00+08:00,31.0,23.0,6 am to Midday 2 Jan,2018-01-02T06:00:00+08:00,2018-01-02T12:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-02-01,2018-02-01T23:20:00+08:00,2018-02-01T23:51:15+08:00,30.0,20.0,NNE,Showers,SH,95.0,60.0,12 AM 2 Feb - 12 AM 2 Feb,2018-02-02T00:00:00+08:00,2018-02-02T00:00:00+08:00,31.0,24.0,Midday to 6 pm 2 Feb,2018-02-02T12:00:00+08:00,2018-02-02T18:00:00+08:00,Showers,SH,Showers,SH,Showers,SH,Showers,SH,Showers,SH
2018-01-02,2018-01-02T08:35:00+08:00,2018-01-02T09:06:16+08:00,25.0,10.0,NE,Light Rain,LR,95.0,65.0,6 AM 2 Jan - 6 AM 3 Jan,2018-01-02T06:00:00+08:00,2018-01-03T06:00:00+08:00,31.0,23.0,Midday to 6 pm 2 Jan,2018-01-02T12:00:00+08:00,2018-01-02T18:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-02,2018-01-02T08:35:00+08:00,2018-01-02T09:06:16+08:00,25.0,10.0,NE,Light Rain,LR,95.0,65.0,6 AM 2 Jan - 6 AM 3 Jan,2018-01-02T06:00:00+08:00,2018-01-03T06:00:00+08:00,31.0,23.0,6 pm 2 Jan to 6 am 3 Jan,2018-01-02T18:00:00+08:00,2018-01-03T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-02,2018-01-02T12:03:00+08:00,2018-01-02T13:06:14+08:00,25.0,10.0,NE,Light Rain,LR,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,30.0,23.0,Midday to 6 pm 2 Jan,2018-01-02T12:00:00+08:00,2018-01-02T18:00:00+08:00,Light Rain,LR,Moderate Rain,RA,Moderate Rain,RA,Light Rain,LR,Light Rain,LR
2018-01-02,2018-01-02T12:03:00+08:00,2018-01-02T13:06:14+08:00,25.0,10.0,NE,Light Rain,LR,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,30.0,23.0,6 pm 2 Jan to 6 am 3 Jan,2018-01-02T18:00:00+08:00,2018-01-03T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2018-01-02,2018-01-02T12:03:00+08:00,2018-01-02T13:06:14+08:00,25.0,10.0,NE,Light Rain,LR,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,30.0,23.0,6 am to Midday 3 Jan,2018-01-03T06:00:00+08:00,2018-01-03T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2018-01-02,2018-01-02T12:51:00+08:00,2018-01-02T13:51:15+08:00,25.0,10.0,NE,Light Rain,LR,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,30.0,23.0,Midday to 6 pm 2 Jan,2018-01-02T12:00:00+08:00,2018-01-02T18:00:00+08:00,Light Rain,LR,Moderate Rain,RA,Moderate Rain,RA,Light Rain,LR,Light Rain,LR
2018-01-02,2018-01-02T12:51:00+08:00,2018-01-02T13:51:15+08:00,25.0,10.0,NE,Light Rain,LR,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,30.0,23.0,6 pm 2 Jan to 6 am 3 Jan,2018-01-02T18:00:00+08:00,2018-01-03T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-02,2018-01-02T12:51:00+08:00,2018-01-02T13:51:15+08:00,25.0,10.0,NE,Light Rain,LR,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,30.0,23.0,6 am to Midday 3 Jan,2018-01-03T06:00:00+08:00,2018-01-03T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2018-01-02,2018-01-02T14:40:00+08:00,2018-01-02T15:21:15+08:00,25.0,10.0,NE,Showers,SH,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,30.0,23.0,Midday to 6 pm 2 Jan,2018-01-02T12:00:00+08:00,2018-01-02T18:00:00+08:00,Showers,SH,Showers,SH,Showers,SH,Showers,SH,Showers,SH
2018-01-02,2018-01-02T14:40:00+08:00,2018-01-02T15:21:15+08:00,25.0,10.0,NE,Showers,SH,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,30.0,23.0,6 pm 2 Jan to 6 am 3 Jan,2018-01-02T18:00:00+08:00,2018-01-03T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR,Light Rain,LR
2018-01-02,2018-01-02T14:40:00+08:00,2018-01-02T15:21:15+08:00,25.0,10.0,NE,Showers,SH,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,30.0,23.0,6 am to Midday 3 Jan,2018-01-03T06:00:00+08:00,2018-01-03T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2018-01-02,2018-01-02T15:10:00+08:00,2018-01-02T16:06:15+08:00,25.0,10.0,NE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,29.0,23.0,Midday to 6 pm 2 Jan,2018-01-02T12:00:00+08:00,2018-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2018-01-02,2018-01-02T15:10:00+08:00,2018-01-02T16:06:15+08:00,25.0,10.0,NE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,29.0,23.0,6 pm 2 Jan to 6 am 3 Jan,2018-01-02T18:00:00+08:00,2018-01-03T06:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2018-01-02,2018-01-02T15:10:00+08:00,2018-01-02T16:06:15+08:00,25.0,10.0,NE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan - 12 PM 3 Jan,2018-01-02T12:00:00+08:00,2018-01-03T12:00:00+08:00,29.0,23.0,6 am to Midday 3 Jan,2018-01-03T06:00:00+08:00,2018-01-03T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2018-01-02,2018-01-02T18:05:00+08:00,2018-01-02T18:51:15+08:00,20.0,10.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 2 Jan - 6 PM 3 Jan,2018-01-02T18:00:00+08:00,2018-01-03T18:00:00+08:00,32.0,23.0,6 pm 2 Jan to 6 am 3 Jan,2018-01-02T18:00:00+08:00,2018-01-03T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Cloudy,CL,Light Rain,LR,Moderate Rain,RA
